検索キー,建物用途コード,室分類コード,負荷種別コード,室使用パターンコード,負荷種別,室使用パターン名称,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,SchedTime1,SchedPercent1,SchedTime2,SchedPercent2,SchedTime3,SchedPercent3,SchedTime4,SchedPercent4,SchedTime5,SchedPercent5,SchedTime6,SchedPercent6,SchedTime7,SchedPercent7,SchedTime8,SchedPercent8,SchedTime9,SchedPercent9,SchedTime10,SchedPercent10,SchedTime11,SchedPercent11,SchedTime12
6-6-1-2,6,6,1,2,室同時使用率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,
6-6-1-3,6,6,1,3,室同時使用率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,
6-6-2-1,6,6,2,1,照明発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,10,100,23,0,24,,,,,,,,,,,,,,,,
6-6-2-2,6,6,2,2,照明発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,10,100,23,0,24,,,,,,,,,,,,,,,,
6-6-2-3,6,6,2,3,照明発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,10,100,23,0,24,,,,,,,,,,,,,,,,
6-6-3-1,6,6,3,1,人体発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,10,100,23,0,24,,,,,,,,,,,,,,,,
6-6-3-2,6,6,3,2,人体発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,10,100,23,0,24,,,,,,,,,,,,,,,,
6-6-3-3,6,6,3,3,人体発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,10,100,23,0,24,,,,,,,,,,,,,,,,
6-6-4-1,6,6,4,1,機器発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,10,100,23,0,24,,,,,,,,,,,,,,,,
6-6-4-2,6,6,4,2,機器発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,10,100,23,0,24,,,,,,,,,,,,,,,,
6-6-4-3,6,6,4,3,機器発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,10,100,23,0,24,,,,,,,,,,,,,,,,
6-7-1-1,6,7,1,1,室同時使用率,室使用パターン1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,
6-7-1-2,6,7,1,2,室同時使用率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,
6-7-1-3,6,7,1,3,室同時使用率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,
6-7-2-1,6,7,2,1,照明発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,10,100,23,0,24,,,,,,,,,,,,,,,,
6-7-2-2,6,7,2,2,照明発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,10,100,23,0,24,,,,,,,,,,,,,,,,
6-7-2-3,6,7,2,3,照明発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,10,100,23,0,24,,,,,,,,,,,,,,,,
6-7-3-1,6,7,3,1,人体発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0.4,0.4,0.4,0.4,0.4,0.8,0.8,0.8,0.8,0,0,1,0,11,80,13,40,18,80,22,0,24,,,,,,,,,,,,
6-7-3-2,6,7,3,2,人体発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0.4,0.4,0.4,0.4,0.4,1,1,1,1,0,0,1,0,11,80,13,40,18,100,22,0,24,,,,,,,,,,,,
6-7-3-3,6,7,3,3,人体発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0.4,0.4,0.4,0.4,0.4,1,1,1,1,0,0,1,0,11,80,13,40,18,100,22,0,24,,,,,,,,,,,,
6-7-4-1,6,7,4,1,機器発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,
6-7-4-2,6,7,4,2,機器発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,
6-7-4-3,6,7,4,3,機器発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,
6-8-1-1,6,8,1,1,室同時使用率,室使用パターン1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,
6-8-1-2,6,8,1,2,室同時使用率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,
6-8-1-3,6,8,1,3,室同時使用率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,
6-8-2-1,6,8,2,1,照明発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,10,100,23,0,24,,,,,,,,,,,,,,,,
6-8-2-2,6,8,2,2,照明発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,10,100,23,0,24,,,,,,,,,,,,,,,,
6-8-2-3,6,8,2,3,照明発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,10,100,23,0,24,,,,,,,,,,,,,,,,
6-8-3-1,6,8,3,1,人体発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,0,0.7,1,1,1,0.7,0.7,0.7,0.7,1,1,1,0.7,0.7,0,1,0,10,70,11,100,14,70,18,100,21,70,23,0,24,,,,,,,,
6-8-3-2,6,8,3,2,人体発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,0.7,1,1,1,0.7,0.7,0.7,0.7,1,1,1,0.7,0.7,0,1,0,10,70,11,100,14,70,18,100,21,70,23,0,24,,,,,,,,
6-8-3-3,6,8,3,3,人体発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0.7,1,1,1,0.7,0.7,0.7,0.7,1,1,1,0.7,0.7,0,1,0,10,70,11,100,14,70,18,100,21,70,23,0,24,,,,,,,,
6-8-4-1,6,8,4,1,機器発熱密度比率,室使用パターン1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.5,0.5,0,1,20,11,100,14,50,18,100,21,50,23,0,24,,,,,,,,,,
6-8-4-2,6,8,4,2,機器発熱密度比率,室使用パターン2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.5,0.5,0,1,20,11,100,14,50,18,100,21,50,23,0,24,,,,,,,,,,
6-8-4-3,6,8,4,3,機器発熱密度比率,室使用パターン3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.5,0.5,0,1,20,11,100,14,50,18,100,21,50,23,0,24,,,,,,,,,,
6-9-1-1,6,9,1,1,室同時使用率,室使用パターン1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,
6-9-1-2,6,9,1,2,室同時使用率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,
6-9-1-3,6,9,1,3,室同時使用率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,
6-9-2-1,6,9,2,1,照明発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,10,100,23,0,24,,,,,,,,,,,,,,,,
6-9-2-2,6,9,2,2,照明発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,10,100,23,0,24,,,,,,,,,,,,,,,,
6-9-2-3,6,9,2,3,照明発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,10,100,23,0,24,,,,,,,,,,,,,,,,
6-9-3-1,6,9,3,1,人体発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,10,100,23,0,24,,,,,,,,,,,,,,,,
6-9-3-2,6,9,3,2,人体発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,10,100,23,0,24,,,,,,,,,,,,,,,,
6-9-3-3,6,9,3,3,人体発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,10,100,23,0,24,,,,,,,,,,,,,,,,
6-9-4-1,6,9,4,1,機器発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,
6-9-4-2,6,9,4,2,機器発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,
6-9-4-3,6,9,4,3,機器発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,
7-1-1-1,7,1,1,1,室同時使用率,室使用パターン1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,
7-1-1-2,7,1,1,2,室同時使用率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,
7-1-1-3,7,1,1,3,室同時使用率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
7-1-2-1,7,1,2,1,照明発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,10,100,23,0,24,,,,,,,,,,,,,,,,
7-1-2-2,7,1,2,2,照明発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,10,100,23,0,24,,,,,,,,,,,,,,,,
7-1-2-3,7,1,2,3,照明発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,
7-1-3-1,7,1,3,1,人体発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,1,1,1,0.6,0.6,0,1,0,10,60,18,100,21,60,23,0,24,,,,,,,,,,,,
7-1-3-2,7,1,3,2,人体発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,1,1,1,0.6,0.6,0.6,0.6,1,1,1,1,0.6,0.6,0,1,0,10,100,13,60,17,100,21,60,23,0,24,,,,,,,,,,
7-1-3-3,7,1,3,3,人体発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,
7-1-4-1,7,1,4,1,機器発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,1,1,1,0.6,0.6,0,1,0,10,60,18,100,21,60,23,0,24,,,,,,,,,,,,
7-1-4-2,7,1,4,2,機器発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,1,1,1,0.6,0.6,0.6,0.6,1,1,1,1,0.6,0.6,0,1,0,10,100,13,60,17,100,21,60,23,0,24,,,,,,,,,,
7-1-4-3,7,1,4,3,機器発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,
7-2-1-1,7,2,1,1,室同時使用率,室使用パターン1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
7-2-1-2,7,2,1,2,室同時使用率,室使用パターン2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
7-2-1-3,7,2,1,3,室同時使用率,室使用パターン3,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
7-2-2-1,7,2,2,1,照明発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,10,100,24,,,,,,,,,,,,,,,,,,
7-2-2-2,7,2,2,2,照明発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,10,100,24,,,,,,,,,,,,,,,,,,
7-2-2-3,7,2,2,3,照明発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,10,100,24,,,,,,,,,,,,,,,,,,
7-2-3-1,7,2,3,1,人体発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.8,0.8,0.8,0.4,0.4,0.4,1,0,10,50,13,40,18,80,21,40,24,,,,,,,,,,,,
7-2-3-2,7,2,3,2,人体発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,1,1,1,1,1,0.8,0.8,0.8,0.4,0.4,0.4,1,0,10,70,13,100,18,80,21,40,24,,,,,,,,,,,,
7-2-3-3,7,2,3,3,人体発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,1,1,1,1,1,0.8,0.8,0.8,0.4,0.4,0.4,1,0,10,70,13,100,18,80,21,40,24,,,,,,,,,,,,
7-2-4-1,7,2,4,1,機器発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.8,0.8,0.8,0.4,0.4,0.4,1,0,10,50,13,40,18,80,21,40,24,,,,,,,,,,,,
7-2-4-2,7,2,4,2,機器発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,1,1,1,1,1,0.8,0.8,0.8,0.4,0.4,0.4,1,0,10,70,13,100,18,80,21,40,24,,,,,,,,,,,,
7-2-4-3,7,2,4,3,機器発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,1,1,1,1,1,0.8,0.8,0.8,0.4,0.4,0.4,1,0,10,70,13,100,18,80,21,40,24,,,,,,,,,,,,
7-3-1-1,7,3,1,1,室同時使用率,室使用パターン1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
7-3-1-2,7,3,1,2,室同時使用率,室使用パターン2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
7-3-1-3,7,3,1,3,室同時使用率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
7-3-2-1,7,3,2,1,照明発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,9,100,21,0,24,,,,,,,,,,,,,,,,
7-3-2-2,7,3,2,2,照明発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,9,100,21,0,24,,,,,,,,,,,,,,,,
7-3-2-3,7,3,2,3,照明発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,
7-3-3-1,7,3,3,1,人体発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.8,0.8,0,0,0,1,0,9,50,18,80,21,0,24,,,,,,,,,,,,,,
7-3-3-2,7,3,3,2,人体発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.6,0.6,0.6,0.6,0.6,1,1,1,0,0,0,1,0,9,80,13,60,18,100,21,0,24,,,,,,,,,,,,
7-3-3-3,7,3,3,3,人体発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,
7-3-4-1,7,3,4,1,機器発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,
7-3-4-2,7,3,4,2,機器発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,
7-3-4-3,7,3,4,3,機器発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,
7-4-1-1,7,4,1,1,室同時使用率,室使用パターン1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
7-4-1-2,7,4,1,2,室同時使用率,室使用パターン2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
7-4-1-3,7,4,1,3,室同時使用率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
7-4-2-1,7,4,2,1,照明発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,9,100,21,0,24,,,,,,,,,,,,,,,,
7-4-2-2,7,4,2,2,照明発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,9,100,21,0,24,,,,,,,,,,,,,,,,
7-4-2-3,7,4,2,3,照明発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,
7-4-3-1,7,4,3,1,人体発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.4,0.8,0.8,0.8,0,0,0,1,0,9,60,13,40,18,80,21,0,24,,,,,,,,,,,,
7-4-3-2,7,4,3,2,人体発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,1,1,1,1,0.6,0.6,0.6,0.6,0.6,1,1,1,0,0,0,1,0,9,100,13,60,18,100,21,0,24,,,,,,,,,,,,
7-4-3-3,7,4,3,3,人体発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,
7-4-4-1,7,4,4,1,機器発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,
7-4-4-2,7,4,4,2,機器発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,
7-4-4-3,7,4,4,3,機器発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,
7-5-1-1,7,5,1,1,室同時使用率,室使用パターン1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
7-5-1-2,7,5,1,2,室同時使用率,室使用パターン2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
7-5-1-3,7,5,1,3,室同時使用率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
7-5-2-1,7,5,2,1,照明発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,9,100,21,0,24,,,,,,,,,,,,,,,,
7-5-2-2,7,5,2,2,照明発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,9,100,21,0,24,,,,,,,,,,,,,,,,
7-5-2-3,7,5,2,3,照明発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,
7-5-3-1,7,5,3,1,人体発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0,0,0,1,0,9,40,21,0,24,,,,,,,,,,,,,,,,
7-5-3-2,7,5,3,2,人体発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0.5,0.5,0.5,0.5,1,1,1,0,0,0,1,0,9,100,13,50,18,100,21,0,24,,,,,,,,,,,,
7-5-3-3,7,5,3,3,人体発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,
7-5-4-1,7,5,4,1,機器発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,
7-5-4-2,7,5,4,2,機器発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,
7-5-4-3,7,5,4,3,機器発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,
7-6-1-1,7,6,1,1,室同時使用率,室使用パターン1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
7-6-1-2,7,6,1,2,室同時使用率,室使用パターン2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
7-6-1-3,7,6,1,3,室同時使用率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
7-6-2-1,7,6,2,1,照明発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,8,100,18,0,24,,,,,,,,,,,,,,,,
7-6-2-2,7,6,2,2,照明発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,8,100,18,0,24,,,,,,,,,,,,,,,,
7-6-2-3,7,6,2,3,照明発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,
7-6-3-1,7,6,3,1,人体発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0,1,0,8,80,13,40,18,0,24,,,,,,,,,,,,,,
7-6-3-2,7,6,3,2,人体発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,1,0,8,100,13,50,18,0,24,,,,,,,,,,,,,,
7-6-3-3,7,6,3,3,人体発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,
7-6-4-1,7,6,4,1,機器発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,
7-6-4-2,7,6,4,2,機器発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,
7-6-4-3,7,6,4,3,機器発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,
7-7-1-1,7,7,1,1,室同時使用率,室使用パターン1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
